level1_name,level1_id,level2_name,level2_id,level3_name,level3_id,level4_name,level4_id,cat
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Dhabas,54135bf5e4b08f3d2429dfe1,-,-,Dhabas
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Dosa Places,54135bf5e4b08f3d2429dfe3,-,-,Dosa Places
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Goan Restaurants,54135bf5e4b08f3d2429dfe8,-,-,Goan Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Gujarati Restaurants,54135bf5e4b08f3d2429dfe9,-,-,Gujarati Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Hyderabadi Restaurants,54135bf5e4b08f3d2429dfe6,-,-,Hyderabadi Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Indian Chinese Restaurants,54135bf5e4b08f3d2429dfdf,-,-,Indian Chinese Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Indian Sweet Shops,54135bf5e4b08f3d2429dfe4,-,-,Indian Sweet Shops
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Irani Cafes,54135bf5e4b08f3d2429dfe7,-,-,Irani Cafes
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Jain Restaurants,54135bf5e4b08f3d2429dfea,-,-,Jain Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Karnataka Restaurants,54135bf5e4b08f3d2429dfeb,-,-,Karnataka Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Kerala Restaurants,54135bf5e4b08f3d2429dfed,-,-,Kerala Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Maharashtrian Restaurants,54135bf5e4b08f3d2429dfee,-,-,Maharashtrian Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Mughlai Restaurants,54135bf5e4b08f3d2429dff4,-,-,Mughlai Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Multicuisine Indian Restaurants,54135bf5e4b08f3d2429dfe0,-,-,Multicuisine Indian Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,North Indian Restaurants,54135bf5e4b08f3d2429dfdd,-,-,North Indian Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Northeast Indian Restaurants,54135bf5e4b08f3d2429dff6,-,-,Northeast Indian Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Parsi Restaurants,54135bf5e4b08f3d2429dfef,-,-,Parsi Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Punjabi Restaurants,54135bf5e4b08f3d2429dff0,-,-,Punjabi Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Rajasthani Restaurants,54135bf5e4b08f3d2429dff1,-,-,Rajasthani Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,South Indian Restaurants,54135bf5e4b08f3d2429dfde,-,-,South Indian Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,Udupi Restaurants,54135bf5e4b08f3d2429dfec,-,-,Udupi Restaurants
Food,4d4b7105d754a06374d81259,Indian Restaurants,4bf58dd8d48988d10f941735,-,-,-,-,Indian Restaurants
Food,4d4b7105d754a06374d81259,Irish Pubs,52e81612bcbc57f1066b7a06,-,-,-,-,Irish Pubs
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Abruzzo Restaurants,55a5a1ebe4b013909087cbb6,-,-,Abruzzo Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Agriturismos,55a5a1ebe4b013909087cb7c,-,-,Agriturismos
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Aosta Restaurants,55a5a1ebe4b013909087cba7,-,-,Aosta Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Basilicata Restaurants,55a5a1ebe4b013909087cba1,-,-,Basilicata Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Calabria Restaurants,55a5a1ebe4b013909087cba4,-,-,Calabria Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Campanian Restaurants,55a5a1ebe4b013909087cb95,-,-,Campanian Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Emilia Restaurants,55a5a1ebe4b013909087cb89,-,-,Emilia Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Friuli Restaurants,55a5a1ebe4b013909087cb9b,-,-,Friuli Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Ligurian Restaurants,55a5a1ebe4b013909087cb98,-,-,Ligurian Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Lombard Restaurants,55a5a1ebe4b013909087cbbf,-,-,Lombard Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Malgas,55a5a1ebe4b013909087cb79,-,-,Malgas
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Marche Restaurants,55a5a1ebe4b013909087cbb0,-,-,Marche Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Molise Restaurants,55a5a1ebe4b013909087cbb3,-,-,Molise Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Piadinerias,55a5a1ebe4b013909087cb74,-,-,Piadinerias
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Piedmontese Restaurants,55a5a1ebe4b013909087cbaa,-,-,Piedmontese Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Puglia Restaurants,55a5a1ebe4b013909087cb83,-,-,Puglia Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Romagna Restaurants,55a5a1ebe4b013909087cb8c,-,-,Romagna Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Roman Restaurants,55a5a1ebe4b013909087cb92,-,-,Roman Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Sardinian Restaurants,55a5a1ebe4b013909087cb8f,-,-,Sardinian Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Sicilian Restaurants,55a5a1ebe4b013909087cb86,-,-,Sicilian Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,South Tyrolean Restaurants,55a5a1ebe4b013909087cbb9,-,-,South Tyrolean Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Trattorias/Osterias,55a5a1ebe4b013909087cb7f,-,-,Trattorias/Osterias
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Trentino Restaurants,55a5a1ebe4b013909087cbbc,-,-,Trentino Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Tuscan Restaurants,55a5a1ebe4b013909087cb9e,-,-,Tuscan Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Umbrian Restaurants,55a5a1ebe4b013909087cbc2,-,-,Umbrian Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,Veneto Restaurants,55a5a1ebe4b013909087cbad,-,-,Veneto Restaurants
Food,4d4b7105d754a06374d81259,Italian Restaurants,4bf58dd8d48988d110941735,-,-,-,-,Italian Restaurants
Food,4d4b7105d754a06374d81259,Jewish Restaurants,52e81612bcbc57f1066b79fd,Kosher Restaurants,52e81612bcbc57f1066b79fc,-,-,Kosher Restaurants
Food,4d4b7105d754a06374d81259,Jewish Restaurants,52e81612bcbc57f1066b79fd,-,-,-,-,Jewish Restaurants
Food,4d4b7105d754a06374d81259,Juice Bars,4bf58dd8d48988d112941735,-,-,-,-,Juice Bars
Food,4d4b7105d754a06374d81259,Latin American Restaurants,4bf58dd8d48988d1be941735,Arepa Restaurants,4bf58dd8d48988d152941735,-,-,Arepa Restaurants
Food,4d4b7105d754a06374d81259,Latin American Restaurants,4bf58dd8d48988d1be941735,Cuban Restaurants,4bf58dd8d48988d154941735,-,-,Cuban Restaurants
Food,4d4b7105d754a06374d81259,Latin American Restaurants,4bf58dd8d48988d1be941735,Empanada Restaurants,52939a8c3cf9994f4e043a35,-,-,Empanada Restaurants
Food,4d4b7105d754a06374d81259,Latin American Restaurants,4bf58dd8d48988d1be941735,-,-,-,-,Latin American Restaurants
Food,4d4b7105d754a06374d81259,Mac & Cheese Joints,4bf58dd8d48988d1bf941735,-,-,-,-,Mac & Cheese Joints
Food,4d4b7105d754a06374d81259,Mediterranean Restaurants,4bf58dd8d48988d1c0941735,Moroccan Restaurants,4bf58dd8d48988d1c3941735,-,-,Moroccan Restaurants
Food,4d4b7105d754a06374d81259,Mediterranean Restaurants,4bf58dd8d48988d1c0941735,-,-,-,-,Mediterranean Restaurants
Food,4d4b7105d754a06374d81259,Mexican Restaurants,4bf58dd8d48988d1c1941735,Burrito Places,4bf58dd8d48988d153941735,-,-,Burrito Places
Food,4d4b7105d754a06374d81259,Mexican Restaurants,4bf58dd8d48988d1c1941735,Taco Places,4bf58dd8d48988d151941735,-,-,Taco Places
Food,4d4b7105d754a06374d81259,Mexican Restaurants,4bf58dd8d48988d1c1941735,Tex-Mex Restaurants,56aa371ae4b08b9a8d5734ba,-,-,Tex-Mex Restaurants
Food,4d4b7105d754a06374d81259,Mexican Restaurants,4bf58dd8d48988d1c1941735,-,-,-,-,Mexican Restaurants
Food,4d4b7105d754a06374d81259,Middle Eastern Restaurants,4bf58dd8d48988d115941735,Israeli Restaurants,56aa371be4b08b9a8d573529,-,-,Israeli Restaurants
Food,4d4b7105d754a06374d81259,Middle Eastern Restaurants,4bf58dd8d48988d115941735,Persian Restaurants,52e81612bcbc57f1066b79f7,-,-,Persian Restaurants
Food,4d4b7105d754a06374d81259,Middle Eastern Restaurants,4bf58dd8d48988d115941735,-,-,-,-,Middle Eastern Restaurants
Food,4d4b7105d754a06374d81259,Modern European Restaurants,52e81612bcbc57f1066b79f9,-,-,-,-,Modern European Restaurants
Food,4d4b7105d754a06374d81259,Molecular Gastronomy Restaurants,4bf58dd8d48988d1c2941735,-,-,-,-,Molecular Gastronomy Restaurants
Food,4d4b7105d754a06374d81259,Pakistani Restaurants,52e81612bcbc57f1066b79f8,-,-,-,-,Pakistani Restaurants
Food,4d4b7105d754a06374d81259,Pet Cafés,56aa371be4b08b9a8d573508,-,-,-,-,Pet Cafés
Food,4d4b7105d754a06374d81259,Pizza Places,4bf58dd8d48988d1ca941735,-,-,-,-,Pizza Places
Food,4d4b7105d754a06374d81259,Polish Restaurants,52e81612bcbc57f1066b7a04,-,-,-,-,Polish Restaurants
Food,4d4b7105d754a06374d81259,Portuguese Restaurants,4def73e84765ae376e57713a,-,-,-,-,Portuguese Restaurants
Food,4d4b7105d754a06374d81259,Poutine Places,56aa371be4b08b9a8d5734c7,-,-,-,-,Poutine Places
Food,4d4b7105d754a06374d81259,Restaurants,4bf58dd8d48988d1c4941735,-,-,-,-,Restaurants
Food,4d4b7105d754a06374d81259,Russian Restaurants,5293a7563cf9994f4e043a44,Blini Houses,52e928d0bcbc57f1066b7e9d,-,-,Blini Houses
Food,4d4b7105d754a06374d81259,Russian Restaurants,5293a7563cf9994f4e043a44,Pelmeni Houses,52e928d0bcbc57f1066b7e9c,-,-,Pelmeni Houses
Food,4d4b7105d754a06374d81259,Russian Restaurants,5293a7563cf9994f4e043a44,-,-,-,-,Russian Restaurants
Food,4d4b7105d754a06374d81259,Salad Places,4bf58dd8d48988d1bd941735,-,-,-,-,Salad Places
Food,4d4b7105d754a06374d81259,Sandwich Places,4bf58dd8d48988d1c5941735,-,-,-,-,Sandwich Places
Food,4d4b7105d754a06374d81259,Scandinavian Restaurants,4bf58dd8d48988d1c6941735,-,-,-,-,Scandinavian Restaurants
Food,4d4b7105d754a06374d81259,Seafood Restaurants,4bf58dd8d48988d1ce941735,-,-,-,-,Seafood Restaurants
Food,4d4b7105d754a06374d81259,Slovak Restaurants,56aa371be4b08b9a8d57355a,-,-,-,-,Slovak Restaurants
Food,4d4b7105d754a06374d81259,Snack Places,4bf58dd8d48988d1c7941735,-,-,-,-,Snack Places
Food,4d4b7105d754a06374d81259,Soup Places,4bf58dd8d48988d1dd931735,-,-,-,-,Soup Places
Food,4d4b7105d754a06374d81259,South American Restaurants,4bf58dd8d48988d1cd941735,Argentinian Restaurants,4bf58dd8d48988d107941735,-,-,Argentinian Restaurants
Food,4d4b7105d754a06374d81259,South American Restaurants,4bf58dd8d48988d1cd941735,Peruvian Restaurants,4eb1bfa43b7b52c0e1adc2e8,-,-,Peruvian Restaurants
Food,4d4b7105d754a06374d81259,South American Restaurants,4bf58dd8d48988d1cd941735,Venezuelan Restaurants,56aa371be4b08b9a8d573558,-,-,Venezuelan Restaurants
Food,4d4b7105d754a06374d81259,South American Restaurants,4bf58dd8d48988d1cd941735,-,-,-,-,South American Restaurants
Food,4d4b7105d754a06374d81259,Southern / Soul Food Restaurants,4bf58dd8d48988d14f941735,-,-,-,-,Southern / Soul Food Restaurants
Food,4d4b7105d754a06374d81259,Spanish Restaurants,4bf58dd8d48988d150941735,Paella Restaurants,4bf58dd8d48988d14d941735,-,-,Paella Restaurants
Food,4d4b7105d754a06374d81259,Spanish Restaurants,4bf58dd8d48988d150941735,Tapas Restaurants,4bf58dd8d48988d1db931735,-,-,Tapas Restaurants
Food,4d4b7105d754a06374d81259,Spanish Restaurants,4bf58dd8d48988d150941735,-,-,-,-,Spanish Restaurants
Food,4d4b7105d754a06374d81259,Sri Lankan Restaurants,5413605de4b0ae91d18581a9,-,-,-,-,Sri Lankan Restaurants
Food,4d4b7105d754a06374d81259,Steakhouses,4bf58dd8d48988d1cc941735,-,-,-,-,Steakhouses
Food,4d4b7105d754a06374d81259,Swiss Restaurants,4bf58dd8d48988d158941735,-,-,-,-,Swiss Restaurants
Food,4d4b7105d754a06374d81259,Tea Rooms,4bf58dd8d48988d1dc931735,-,-,-,-,Tea Rooms
Food,4d4b7105d754a06374d81259,Theme Restaurants,56aa371be4b08b9a8d573538,-,-,-,-,Theme Restaurants
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Borek Places,530faca9bcbc57f1066bc2f3,-,-,Borek Places
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Cigkofte Places,530faca9bcbc57f1066bc2f4,-,-,Cigkofte Places
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Doner Restaurants,5283c7b4e4b094cb91ec88d8,-,-,Doner Restaurants
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Gozleme Places,5283c7b4e4b094cb91ec88d9,-,-,Gozleme Places
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Kebab Restaurants,5283c7b4e4b094cb91ec88d7,-,-,Kebab Restaurants
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Kofte Places,5283c7b4e4b094cb91ec88db,-,-,Kofte Places
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Kokoreç Restaurants,5283c7b4e4b094cb91ec88d6,-,-,Kokoreç Restaurants
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Kumpir Restaurants,56aa371be4b08b9a8d573535,-,-,Kumpir Restaurants
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Kumru Restaurants,56aa371be4b08b9a8d5734bd,-,-,Kumru Restaurants
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Manti Places,5283c7b4e4b094cb91ec88d5,-,-,Manti Places
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Meyhanes,5283c7b4e4b094cb91ec88da,-,-,Meyhanes
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Pide Places,530faca9bcbc57f1066bc2f2,-,-,Pide Places
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Tantuni Restaurants,56aa371be4b08b9a8d5734bf,-,-,Tantuni Restaurants
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Turkish Coffeehouses,56aa371be4b08b9a8d5734c1,-,-,Turkish Coffeehouses
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,Turkish Home Cooking Restaurants,5283c7b4e4b094cb91ec88d4,-,-,Turkish Home Cooking Restaurants
Food,4d4b7105d754a06374d81259,Turkish Restaurants,4f04af1f2fb6e1c99f3db0bb,-,-,-,-,Turkish Restaurants
Food,4d4b7105d754a06374d81259,Ukrainian Restaurants,52e928d0bcbc57f1066b7e96,Varenyky Restaurants,52e928d0bcbc57f1066b7e9a,-,-,Varenyky Restaurants
Food,4d4b7105d754a06374d81259,Ukrainian Restaurants,52e928d0bcbc57f1066b7e96,West-Ukrainian Restaurants,52e928d0bcbc57f1066b7e9b,-,-,West-Ukrainian Restaurants
Food,4d4b7105d754a06374d81259,Ukrainian Restaurants,52e928d0bcbc57f1066b7e96,-,-,-,-,Ukrainian Restaurants
Food,4d4b7105d754a06374d81259,Vegetarian / Vegan Restaurants,4bf58dd8d48988d1d3941735,-,-,-,-,Vegetarian / Vegan Restaurants
Food,4d4b7105d754a06374d81259,Wings Joints,4bf58dd8d48988d14c941735,-,-,-,-,Wings Joints
Food,4d4b7105d754a06374d81259,-,-,-,-,-,-,Food
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Beach Bars,52e81612bcbc57f1066b7a0d,-,-,Beach Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Beer Bars,56aa371ce4b08b9a8d57356c,-,-,Beer Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Beer Gardens,4bf58dd8d48988d117941735,-,-,Beer Gardens
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Champagne Bars,52e81612bcbc57f1066b7a0e,-,-,Champagne Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Cocktail Bars,4bf58dd8d48988d11e941735,-,-,Cocktail Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Dive Bars,4bf58dd8d48988d118941735,-,-,Dive Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Gay Bars,4bf58dd8d48988d1d8941735,-,-,Gay Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Hookah Bars,4bf58dd8d48988d119941735,-,-,Hookah Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Hotel Bars,4bf58dd8d48988d1d5941735,-,-,Hotel Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Karaoke Bars,4bf58dd8d48988d120941735,-,-,Karaoke Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Pubs,4bf58dd8d48988d11b941735,-,-,Pubs
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Sake Bars,4bf58dd8d48988d11c941735,-,-,Sake Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Sports Bars,4bf58dd8d48988d11d941735,-,-,Sports Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Tiki Bars,56aa371be4b08b9a8d57354d,-,-,Tiki Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Whisky Bars,4bf58dd8d48988d122941735,-,-,Whisky Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,Wine Bars,4bf58dd8d48988d123941735,-,-,Wine Bars
Nightlife Spots,4d4b7105d754a06376d81259,Bars,4bf58dd8d48988d116941735,-,-,-,-,Bars
Nightlife Spots,4d4b7105d754a06376d81259,Breweries,50327c8591d4c4b30a586d5d,-,-,-,-,Breweries
Nightlife Spots,4d4b7105d754a06376d81259,Lounges,4bf58dd8d48988d121941735,-,-,-,-,Lounges
Nightlife Spots,4d4b7105d754a06376d81259,Night Markets,53e510b7498ebcb1801b55d4,-,-,-,-,Night Markets
Nightlife Spots,4d4b7105d754a06376d81259,Nightclubs,4bf58dd8d48988d11f941735,-,-,-,-,Nightclubs
Nightlife Spots,4d4b7105d754a06376d81259,Other Nightlife,4bf58dd8d48988d11a941735,-,-,-,-,Other Nightlife
Nightlife Spots,4d4b7105d754a06376d81259,Speakeasies,4bf58dd8d48988d1d4941735,-,-,-,-,Speakeasies
Nightlife Spots,4d4b7105d754a06376d81259,Strip Clubs,4bf58dd8d48988d1d6941735,-,-,-,-,Strip Clubs
Nightlife Spots,4d4b7105d754a06376d81259,-,-,-,-,-,-,Nightlife Spots
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Badminton Courts,52e81612bcbc57f1066b7a2b,-,-,Badminton Courts
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Baseball Fields,4bf58dd8d48988d1e8941735,-,-,Baseball Fields
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Basketball Courts,4bf58dd8d48988d1e1941735,-,-,Basketball Courts
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Bowling Greens,52e81612bcbc57f1066b7a2f,-,-,Bowling Greens
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Curling Ices,56aa371be4b08b9a8d57351a,-,-,Curling Ices
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Golf Courses,4bf58dd8d48988d1e6941735,-,-,Golf Courses
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Boxing Gyms,52f2ab2ebcbc57f1066b8b47,Boxing Gyms
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Climbing Gyms,503289d391d4c4b30a586d6a,Climbing Gyms
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Cycle Studios,52f2ab2ebcbc57f1066b8b49,Cycle Studios
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Gym Pools,4bf58dd8d48988d105941735,Gym Pools
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Gymnastics Gyms,52f2ab2ebcbc57f1066b8b48,Gymnastics Gyms
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Gyms,4bf58dd8d48988d176941735,Gyms
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Martial Arts Dojos,4bf58dd8d48988d101941735,Martial Arts Dojos
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Tracks,4bf58dd8d48988d106941735,Tracks
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,Yoga Studios,4bf58dd8d48988d102941735,Yoga Studios
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Gyms or Fitness Centers,4bf58dd8d48988d175941735,-,-,Gyms or Fitness Centers
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Hockey Fields,4f452cd44b9081a197eba860,-,-,Hockey Fields
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Hockey Rinks,56aa371be4b08b9a8d57352c,-,-,Hockey Rinks
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Paintball Fields,5032829591d4c4b30a586d5e,-,-,Paintball Fields
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Rugby Pitches,52e81612bcbc57f1066b7a2c,-,-,Rugby Pitches
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Skate Parks,4bf58dd8d48988d167941735,-,-,Skate Parks
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Skating Rinks,4bf58dd8d48988d168941735,-,-,Skating Rinks
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Soccer Fields,4cce455aebf7b749d5e191f5,-,-,Soccer Fields
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Sports Clubs,52e81612bcbc57f1066b7a2e,-,-,Sports Clubs
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Squash Courts,52e81612bcbc57f1066b7a2d,-,-,Squash Courts
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Tennis Courts,4e39a956bd410d7aed40cbc3,-,-,Tennis Courts
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,Volleyball Courts,4eb1bf013b7b6f98df247e07,-,-,Volleyball Courts
Outdoors & Recreation,4d4b7105d754a06377d81259,Athletics & Sports,4f4528bc4b90abdf24c9de85,-,-,-,-,Athletics & Sports
